0.0046337694,0.038335085,0.36923122
0.056486353,0.0108680725,0.2214737
-0.11253733,-0.061688423,0.16694069
-0.09753935,-0.1310538,0.17226696
-0.06354189,0.21799034,0.5955801
0.099032566,0.118572414,-0.0015506744
0.0058114156,0.015837371,-0.06951809
-0.052765965,0.04044062,0.513463
0.18414518,-0.08420801,0.43942165
0.0077748448,-0.09148157,0.26127434
0.045286447,0.028653264,0.32104588
0.049566746,0.07118136,0.22055054
-0.04634857,0.01700437,0.32317162
0.014765918,0.03510505,0.30561924
0.3981196,0.051990807,0.26651955
0.64145344,-0.21193895,0.3503704
1.0163205,-0.39933288,0.788702
-0.29337996,-0.25794312,0.42748642
-2.414155,-0.040953934,0.41211224
-4.748092,0.33878332,0.13040829
-0.89239705,0.09789795,-0.47434902
0.33750105,-0.07742953,0.908968
3.1559935,-0.929003,0.26533604
3.3930302,-1.1879992,1.086978
1.7620348,-0.6234745,0.29756737
0.23653036,-0.080494404,0.23932266
0.044482484,0.057495117,0.21328163
0.1110709,-0.10320687,0.26733208
0.16648698,-0.025294423,0.20566368
0.08480129,-0.06624138,0.4112997
0.08240025,-0.012249172,0.23274326
0.041033253,0.050195456,0.40542698
0.015473574,-0.051396966,0.25846386
0.0029535517,-0.015417039,0.3925085
0.08708301,-0.03812462,0.18047619
-0.003472969,0.026838839,0.18789577
0.076648414,0.023385763,0.38858032
-0.13782345,-0.047448814,0.4389038
0.080448195,-0.03815323,0.2991562
-0.045848675,-0.015831888,0.30803967
0.046603203,0.06570059,0.1560173
-0.013984807,0.05864495,0.4206524
0.024250165,0.0081246495,0.23060799
0.25296497,1.2415648E-4,0.39145947
-0.077073365,0.16674173,0.2641344
-0.06664878,-0.085920095,0.13711643
0.013662517,0.09836775,0.35196877
-0.03682533,-0.012351394,0.35161018
0.010978699,0.025315642,0.17685413
-0.113038406,-0.032731622,0.36567688
-0.2655857,0.10452759,0.52169895
-1.0855181,0.010617733,0.2677698
-0.37680346,0.13128752,0.36091518
0.2927339,-0.092167184,0.77751255
1.7469699,-0.6626432,-0.01007843
2.7733417,0.23193663,-0.17109394
2.0568085,-0.13685572,0.37055874
0.15587771,-0.5103445,0.7748823
-1.8990133,-1.021047,0.608551
-3.737781,0.3983566,0.99640274
0.1624031,0.048739552,0.3697424
0.3527333,0.1558873,-0.044849396
0.15310149,0.045459032,0.24225998
0.19219747,0.08160257,0.33373547
0.04733473,-0.17097491,0.14808369
0.1327123,-0.07602334,0.48451042
0.03904119,-0.037695706,0.27512264
0.09451133,0.01605922,0.22420979
0.12132585,0.004431486,0.2170763
0.00637123,-0.037988484,0.3198042
0.05000919,0.072163284,0.21774387
0.06032552,-0.009772539,0.30003738
0.09793019,-0.0013474822,0.29866982
0.002565056,0.012538612,0.32272816
0.072431654,-0.0020148754,0.20261669
0.009007409,0.012530863,0.25019264
-0.031375185,0.004625976,0.18321037
0.005238533,-0.02227211,0.30185413
0.014021009,-0.03491026,0.2317133
0.019104555,-0.044277728,0.4240389
4.2250752E-4,0.033357024,0.37540627
0.009888411,-0.054308653,0.24880123
-0.03572136,-0.011863589,0.32449055
0.06692916,0.11600816,0.3320856
0.017031223,0.044762105,0.31599998
0.023058832,0.0049152374,0.20995522
0.007889986,0.059462428,0.25290108
0.016680926,-0.033098996,0.23595619
0.028127193,-0.013325632,0.2687111
0.021777242,0.031161457,0.20209503
-8.4131956E-5,-0.03671643,0.32359886
0.016444415,0.031659693,0.32724762
6.900728E-4,-0.052416235,0.3583479
-0.011223584,-0.008455336,0.42433167
0.17876473,0.65235746,2.2392054
-0.26695332,0.48614556,2.475316
0.14783332,0.1988076,-0.23293304
-0.07904579,-0.1580441,-0.8563986
0.013363957,-0.30871987,-2.3337297
0.028095365,-0.10765892,-2.4246993
-0.45725638,0.16113074,-0.94671535
-0.3294951,0.8591176,1.9021235
0.1639291,0.6752561,1.3002901
0.020943284,0.69629323,0.89211464
0.12451281,0.5932593,0.7607765
-0.017643392,0.1237389,0.12054443
-0.029756457,0.1058059,0.18698215
-0.027432233,0.038993865,0.37046623
-0.026124477,0.0013120472,0.2285347
-0.086167455,0.024290383,0.17904091
-0.11065577,0.020376295,0.2127409
-1.3777614E-4,0.050550967,0.47673988
0.045372963,0.09735191,0.1517334
0.04512471,0.09175688,0.31484222
-0.03019154,0.024736524,0.31303596
-0.020755976,0.016084671,0.22062969
0.09331778,0.005524695,0.41161537
0.06558561,0.014333546,0.3558674
-0.028261691,-0.018476903,0.31731224
-0.056149438,0.020811081,0.35474777
0.033536732,-0.031707883,0.20901299
0.0058121085,-0.016334832,0.28471756
0.00163275,0.05633813,0.23734283
-0.051833183,0.013987899,0.2230339
-0.0055606663,0.0062518716,0.25976372
-0.037071988,0.040183842,0.32388878
0.070982695,-0.010780424,0.22330093
-0.016875014,0.12152931,0.48488522
0.018681988,0.038591087,0.25644207
-0.009507507,0.025500923,0.20755959
0.060834706,0.040374815,0.17646122
-0.061455652,-0.09004721,-0.09945011
-0.13821803,-0.30279636,-1.207571
0.082113326,0.09345974,-1.1436062
0.23384601,-0.21533354,0.9359913
-0.07765645,-0.6117409,2.3057623
-0.07430579,0.09024489,1.9074268
0.20785356,0.033192575,1.677331
-0.14606375,0.23725688,1.8741217
-0.09511404,-0.30142984,0.78407764
-0.049069792,0.026730895,-0.2261467
0.10283804,0.98455626,-2.3552718
-0.03052324,0.53614694,-0.89477634
-0.019065872,0.067623675,0.48339558
0.055922955,0.09160577,0.47492504
0.029463798,-0.058265418,0.2654152
0.076295376,0.19899672,0.1640997
0.027422667,-0.14464623,0.4710636
0.08782166,-0.022638485,0.4091053
0.0029830635,-0.090281755,0.27697563
0.0074724853,-0.02400601,0.3743229
-6.4620376E-4,0.017516479,0.23003197
0.035206586,0.07298505,0.26932526
-0.008318454,0.045398608,0.41182804
0.038431823,0.07315886,0.13197899
0.0037931204,-0.07259227,0.28154945
-0.0097156465,-0.009279147,0.28015137
-0.017634213,-0.0114507675,0.33713627
